yearsStatistics,currentYearStatistics,thisMonthPendingOrdersStatistics,thisMonthRunningOrdersStatistics,thisMonthFinishedOrdersStatistics,thisMonthCanceledOrdersStatistics,time
"[{""year"":2021,""count"":146748,""totalPrice"":15376682},{""year"":2022,""count"":785548,""totalPrice"":82530411},{""year"":2023,""count"":637708,""totalPrice"":66947032}]","[{""month"":1,""count"":66753,""totalPrice"":7027713,""avg"":105.27935823109074},{""month"":2,""count"":60257,""totalPrice"":6333359,""avg"":105.10578024129977},{""month"":3,""count"":66257,""totalPrice"":6985629,""avg"":105.4323165854174},{""month"":4,""count"":64865,""totalPrice"":6800930,""avg"":104.84745240114083},{""month"":5,""count"":66518,""totalPrice"":6987035,""avg"":105.03976367299077},{""month"":6,""count"":65026,""totalPrice"":6829699,""avg"":105.03028019561407},{""month"":7,""count"":66763,""totalPrice"":7019996,""avg"":105.14800113835507},{""month"":8,""count"":66749,""totalPrice"":7007669,""avg"":104.98537805809825},{""month"":9,""count"":64744,""totalPrice"":6777026,""avg"":104.67419374768318},{""month"":10,""count"":66987,""totalPrice"":7040051,""avg"":105.09891766813466},{""month"":11,""count"":63924,""totalPrice"":6719867,""avg"":105.12275514673675},{""month"":12,""count"":66705,""totalPrice"":7001437,""avg"":104.96120230867251}]","[{""count"":32786,""price"":3433851,""avg"":104.73528335265053}]","[{""count"":33572,""price"":3532824,""avg"":105.23126414869535}]","[{""count"":33479,""price"":3511350,""avg"":104.88216493921563}]","[{""count"":36,""price"":3832,""avg"":106.44444444444444}]","2022-12-02 14:49:54"
"[{""year"":2021,""count"":146748,""totalPrice"":15376682},{""year"":2022,""count"":785548,""totalPrice"":82530411},{""year"":2023,""count"":637708,""totalPrice"":66947032}]","[{""month"":1,""count"":66753,""totalPrice"":7027713,""avg"":105.27935823109074},{""month"":2,""count"":60257,""totalPrice"":6333359,""avg"":105.10578024129977},{""month"":3,""count"":66257,""totalPrice"":6985629,""avg"":105.4323165854174},{""month"":4,""count"":64865,""totalPrice"":6800930,""avg"":104.84745240114083},{""month"":5,""count"":66518,""totalPrice"":6987035,""avg"":105.03976367299077},{""month"":6,""count"":65026,""totalPrice"":6829699,""avg"":105.03028019561407},{""month"":7,""count"":66763,""totalPrice"":7019996,""avg"":105.14800113835507},{""month"":8,""count"":66749,""totalPrice"":7007669,""avg"":104.98537805809825},{""month"":9,""count"":64744,""totalPrice"":6777026,""avg"":104.67419374768318},{""month"":10,""count"":66987,""totalPrice"":7040051,""avg"":105.09891766813466},{""month"":11,""count"":63924,""totalPrice"":6719867,""avg"":105.12275514673675},{""month"":12,""count"":66705,""totalPrice"":7001437,""avg"":104.96120230867251}]","[{""count"":32786,""price"":3433851,""avg"":104.73528335265053}]","[{""count"":33572,""price"":3532824,""avg"":105.23126414869535}]","[{""count"":33479,""price"":3511350,""avg"":104.88216493921563}]","[{""count"":36,""price"":3832,""avg"":106.44444444444444}]","2022-12-02 14:51:33"
"[{""year"":2021,""count"":146748,""totalPrice"":15376682},{""year"":2022,""count"":785548,""totalPrice"":82530411},{""year"":2023,""count"":637708,""totalPrice"":66947032}]","[{""month"":1,""count"":66753,""totalPrice"":7027713,""avg"":105.27935823109074},{""month"":2,""count"":60257,""totalPrice"":6333359,""avg"":105.10578024129977},{""month"":3,""count"":66257,""totalPrice"":6985629,""avg"":105.4323165854174},{""month"":4,""count"":64865,""totalPrice"":6800930,""avg"":104.84745240114083},{""month"":5,""count"":66518,""totalPrice"":6987035,""avg"":105.03976367299077},{""month"":6,""count"":65026,""totalPrice"":6829699,""avg"":105.03028019561407},{""month"":7,""count"":66763,""totalPrice"":7019996,""avg"":105.14800113835507},{""month"":8,""count"":66749,""totalPrice"":7007669,""avg"":104.98537805809825},{""month"":9,""count"":64744,""totalPrice"":6777026,""avg"":104.67419374768318},{""month"":10,""count"":66987,""totalPrice"":7040051,""avg"":105.09891766813466},{""month"":11,""count"":63924,""totalPrice"":6719867,""avg"":105.12275514673675},{""month"":12,""count"":66705,""totalPrice"":7001437,""avg"":104.96120230867251}]","[{""count"":32786,""price"":3433851,""avg"":104.73528335265053}]","[{""count"":33572,""price"":3532824,""avg"":105.23126414869535}]","[{""count"":33479,""price"":3511350,""avg"":104.88216493921563}]","[{""count"":36,""price"":3832,""avg"":106.44444444444444}]","2022-12-02 14:51:44"
"[{""year"":2021,""count"":146748,""totalPrice"":15376682},{""year"":2022,""count"":785548,""totalPrice"":82530411},{""year"":2023,""count"":637708,""totalPrice"":66947032}]","[{""month"":1,""count"":66753,""totalPrice"":7027713,""avg"":105.27935823109074},{""month"":2,""count"":60257,""totalPrice"":6333359,""avg"":105.10578024129977},{""month"":3,""count"":66257,""totalPrice"":6985629,""avg"":105.4323165854174},{""month"":4,""count"":64865,""totalPrice"":6800930,""avg"":104.84745240114083},{""month"":5,""count"":66518,""totalPrice"":6987035,""avg"":105.03976367299077},{""month"":6,""count"":65026,""totalPrice"":6829699,""avg"":105.03028019561407},{""month"":7,""count"":66763,""totalPrice"":7019996,""avg"":105.14800113835507},{""month"":8,""count"":66749,""totalPrice"":7007669,""avg"":104.98537805809825},{""month"":9,""count"":64744,""totalPrice"":6777026,""avg"":104.67419374768318},{""month"":10,""count"":66987,""totalPrice"":7040051,""avg"":105.09891766813466},{""month"":11,""count"":63924,""totalPrice"":6719867,""avg"":105.12275514673675},{""month"":12,""count"":66705,""totalPrice"":7001437,""avg"":104.96120230867251}]","[{""count"":32786,""price"":3433851,""avg"":104.73528335265053}]","[{""count"":33572,""price"":3532824,""avg"":105.23126414869535}]","[{""count"":33479,""price"":3511350,""avg"":104.88216493921563}]","[{""count"":36,""price"":3832,""avg"":106.44444444444444}]","2022-12-08 09:59:00"
"[{""year"":2021,""count"":146748,""totalPrice"":15376682},{""year"":2022,""count"":785548,""totalPrice"":82530411},{""year"":2023,""count"":637708,""totalPrice"":66947032}]","[{""month"":1,""count"":66753,""totalPrice"":7027713,""avg"":105.27935823109074},{""month"":2,""count"":60257,""totalPrice"":6333359,""avg"":105.10578024129977},{""month"":3,""count"":66257,""totalPrice"":6985629,""avg"":105.4323165854174},{""month"":4,""count"":64865,""totalPrice"":6800930,""avg"":104.84745240114083},{""month"":5,""count"":66518,""totalPrice"":6987035,""avg"":105.03976367299077},{""month"":6,""count"":65026,""totalPrice"":6829699,""avg"":105.03028019561407},{""month"":7,""count"":66763,""totalPrice"":7019996,""avg"":105.14800113835507},{""month"":8,""count"":66749,""totalPrice"":7007669,""avg"":104.98537805809825},{""month"":9,""count"":64744,""totalPrice"":6777026,""avg"":104.67419374768318},{""month"":10,""count"":66987,""totalPrice"":7040051,""avg"":105.09891766813466},{""month"":11,""count"":63924,""totalPrice"":6719867,""avg"":105.12275514673675},{""month"":12,""count"":66705,""totalPrice"":7001437,""avg"":104.96120230867251}]","[{""count"":32786,""price"":3433851,""avg"":104.73528335265053}]","[{""count"":33572,""price"":3532824,""avg"":105.23126414869535}]","[{""count"":33479,""price"":3511350,""avg"":104.88216493921563}]","[{""count"":36,""price"":3832,""avg"":106.44444444444444}]","2022-12-08 09:59:40"
"[{""year"":2021,""count"":146748,""totalPrice"":15376682},{""year"":2022,""count"":785548,""totalPrice"":82530411},{""year"":2023,""count"":637708,""totalPrice"":66947032}]","[{""month"":1,""count"":66753,""totalPrice"":7027713,""avg"":105.27935823109074},{""month"":2,""count"":60257,""totalPrice"":6333359,""avg"":105.10578024129977},{""month"":3,""count"":66257,""totalPrice"":6985629,""avg"":105.4323165854174},{""month"":4,""count"":64865,""totalPrice"":6800930,""avg"":104.84745240114083},{""month"":5,""count"":66518,""totalPrice"":6987035,""avg"":105.03976367299077},{""month"":6,""count"":65026,""totalPrice"":6829699,""avg"":105.03028019561407},{""month"":7,""count"":66763,""totalPrice"":7019996,""avg"":105.14800113835507},{""month"":8,""count"":66749,""totalPrice"":7007669,""avg"":104.98537805809825},{""month"":9,""count"":64744,""totalPrice"":6777026,""avg"":104.67419374768318},{""month"":10,""count"":66987,""totalPrice"":7040051,""avg"":105.09891766813466},{""month"":11,""count"":63924,""totalPrice"":6719867,""avg"":105.12275514673675},{""month"":12,""count"":66705,""totalPrice"":7001437,""avg"":104.96120230867251}]","[{""count"":32786,""price"":3433851,""avg"":104.73528335265053}]","[{""count"":33572,""price"":3532824,""avg"":105.23126414869535}]","[{""count"":33479,""price"":3511350,""avg"":104.88216493921563}]","[{""count"":36,""price"":3832,""avg"":106.44444444444444}]","2022-12-08 09:59:54"
"[{""year"":2021,""count"":146748,""totalPrice"":15376682},{""year"":2022,""count"":785548,""totalPrice"":82530411},{""year"":2023,""count"":637708,""totalPrice"":66947032}]","[{""month"":1,""count"":66753,""totalPrice"":7027713,""avg"":105.27935823109074},{""month"":2,""count"":60257,""totalPrice"":6333359,""avg"":105.10578024129977},{""month"":3,""count"":66257,""totalPrice"":6985629,""avg"":105.4323165854174},{""month"":4,""count"":64865,""totalPrice"":6800930,""avg"":104.84745240114083},{""month"":5,""count"":66518,""totalPrice"":6987035,""avg"":105.03976367299077},{""month"":6,""count"":65026,""totalPrice"":6829699,""avg"":105.03028019561407},{""month"":7,""count"":66763,""totalPrice"":7019996,""avg"":105.14800113835507},{""month"":8,""count"":66749,""totalPrice"":7007669,""avg"":104.98537805809825},{""month"":9,""count"":64744,""totalPrice"":6777026,""avg"":104.67419374768318},{""month"":10,""count"":66987,""totalPrice"":7040051,""avg"":105.09891766813466},{""month"":11,""count"":63924,""totalPrice"":6719867,""avg"":105.12275514673675},{""month"":12,""count"":66705,""totalPrice"":7001437,""avg"":104.96120230867251}]","[{""count"":32786,""price"":3433851,""avg"":104.73528335265053}]","[{""count"":33572,""price"":3532824,""avg"":105.23126414869535}]","[{""count"":33479,""price"":3511350,""avg"":104.88216493921563}]","[{""count"":36,""price"":3832,""avg"":106.44444444444444}]","2022-12-08 10:00:42"
"[{""year"":2021,""count"":146748,""totalPrice"":15376682},{""year"":2022,""count"":785548,""totalPrice"":82530411},{""year"":2023,""count"":637708,""totalPrice"":66947032}]","[{""month"":1,""count"":66753,""totalPrice"":7027713,""avg"":105.27935823109074},{""month"":2,""count"":60257,""totalPrice"":6333359,""avg"":105.10578024129977},{""month"":3,""count"":66257,""totalPrice"":6985629,""avg"":105.4323165854174},{""month"":4,""count"":64865,""totalPrice"":6800930,""avg"":104.84745240114083},{""month"":5,""count"":66518,""totalPrice"":6987035,""avg"":105.03976367299077},{""month"":6,""count"":65026,""totalPrice"":6829699,""avg"":105.03028019561407},{""month"":7,""count"":66763,""totalPrice"":7019996,""avg"":105.14800113835507},{""month"":8,""count"":66749,""totalPrice"":7007669,""avg"":104.98537805809825},{""month"":9,""count"":64744,""totalPrice"":6777026,""avg"":104.67419374768318},{""month"":10,""count"":66987,""totalPrice"":7040051,""avg"":105.09891766813466},{""month"":11,""count"":63924,""totalPrice"":6719867,""avg"":105.12275514673675},{""month"":12,""count"":66705,""totalPrice"":7001437,""avg"":104.96120230867251}]","[{""count"":32786,""price"":3433851,""avg"":104.73528335265053}]","[{""count"":33572,""price"":3532824,""avg"":105.23126414869535}]","[{""count"":33479,""price"":3511350,""avg"":104.88216493921563}]","[{""count"":36,""price"":3832,""avg"":106.44444444444444}]","2022-12-08 10:00:53"
"[{""year"":2021,""count"":146748,""totalPrice"":15376682},{""year"":2022,""count"":785548,""totalPrice"":82530411},{""year"":2023,""count"":637708,""totalPrice"":66947032}]","[{""month"":1,""count"":66753,""totalPrice"":7027713,""avg"":105.27935823109074},{""month"":2,""count"":60257,""totalPrice"":6333359,""avg"":105.10578024129977},{""month"":3,""count"":66257,""totalPrice"":6985629,""avg"":105.4323165854174},{""month"":4,""count"":64865,""totalPrice"":6800930,""avg"":104.84745240114083},{""month"":5,""count"":66518,""totalPrice"":6987035,""avg"":105.03976367299077},{""month"":6,""count"":65026,""totalPrice"":6829699,""avg"":105.03028019561407},{""month"":7,""count"":66763,""totalPrice"":7019996,""avg"":105.14800113835507},{""month"":8,""count"":66749,""totalPrice"":7007669,""avg"":104.98537805809825},{""month"":9,""count"":64744,""totalPrice"":6777026,""avg"":104.67419374768318},{""month"":10,""count"":66987,""totalPrice"":7040051,""avg"":105.09891766813466},{""month"":11,""count"":63924,""totalPrice"":6719867,""avg"":105.12275514673675},{""month"":12,""count"":66705,""totalPrice"":7001437,""avg"":104.96120230867251}]","[{""count"":32786,""price"":3433851,""avg"":104.73528335265053}]","[{""count"":33572,""price"":3532824,""avg"":105.23126414869535}]","[{""count"":33479,""price"":3511350,""avg"":104.88216493921563}]","[{""count"":36,""price"":3832,""avg"":106.44444444444444}]","2022-12-08 10:01:01"
"[{""year"":2021,""count"":146748,""totalPrice"":15376682},{""year"":2022,""count"":785548,""totalPrice"":82530411},{""year"":2023,""count"":637708,""totalPrice"":66947032}]","[{""month"":1,""count"":66753,""totalPrice"":7027713,""avg"":105.27935823109074},{""month"":2,""count"":60257,""totalPrice"":6333359,""avg"":105.10578024129977},{""month"":3,""count"":66257,""totalPrice"":6985629,""avg"":105.4323165854174},{""month"":4,""count"":64865,""totalPrice"":6800930,""avg"":104.84745240114083},{""month"":5,""count"":66518,""totalPrice"":6987035,""avg"":105.03976367299077},{""month"":6,""count"":65026,""totalPrice"":6829699,""avg"":105.03028019561407},{""month"":7,""count"":66763,""totalPrice"":7019996,""avg"":105.14800113835507},{""month"":8,""count"":66749,""totalPrice"":7007669,""avg"":104.98537805809825},{""month"":9,""count"":64744,""totalPrice"":6777026,""avg"":104.67419374768318},{""month"":10,""count"":66987,""totalPrice"":7040051,""avg"":105.09891766813466},{""month"":11,""count"":63924,""totalPrice"":6719867,""avg"":105.12275514673675},{""month"":12,""count"":66705,""totalPrice"":7001437,""avg"":104.96120230867251}]","[{""count"":32786,""price"":3433851,""avg"":104.73528335265053}]","[{""count"":33572,""price"":3532824,""avg"":105.23126414869535}]","[{""count"":33479,""price"":3511350,""avg"":104.88216493921563}]","[{""count"":36,""price"":3832,""avg"":106.44444444444444}]","2022-12-08 10:01:37"
"[{""year"":2021,""count"":146748,""totalPrice"":15376682},{""year"":2022,""count"":785548,""totalPrice"":82530411},{""year"":2023,""count"":637708,""totalPrice"":66947032}]","[{""month"":1,""count"":66753,""totalPrice"":7027713,""avg"":105.27935823109074},{""month"":2,""count"":60257,""totalPrice"":6333359,""avg"":105.10578024129977},{""month"":3,""count"":66257,""totalPrice"":6985629,""avg"":105.4323165854174},{""month"":4,""count"":64865,""totalPrice"":6800930,""avg"":104.84745240114083},{""month"":5,""count"":66518,""totalPrice"":6987035,""avg"":105.03976367299077},{""month"":6,""count"":65026,""totalPrice"":6829699,""avg"":105.03028019561407},{""month"":7,""count"":66763,""totalPrice"":7019996,""avg"":105.14800113835507},{""month"":8,""count"":66749,""totalPrice"":7007669,""avg"":104.98537805809825},{""month"":9,""count"":64744,""totalPrice"":6777026,""avg"":104.67419374768318},{""month"":10,""count"":66987,""totalPrice"":7040051,""avg"":105.09891766813466},{""month"":11,""count"":63924,""totalPrice"":6719867,""avg"":105.12275514673675},{""month"":12,""count"":66705,""totalPrice"":7001437,""avg"":104.96120230867251}]","[{""count"":32786,""price"":3433851,""avg"":104.73528335265053}]","[{""count"":33572,""price"":3532824,""avg"":105.23126414869535}]","[{""count"":33479,""price"":3511350,""avg"":104.88216493921563}]","[{""count"":36,""price"":3832,""avg"":106.44444444444444}]","2022-12-08 10:02:01"
"[{""year"":2021,""count"":19258,""totalPrice"":2019262},{""year"":2022,""count"":99633,""totalPrice"":10486063},{""year"":2023,""count"":81109,""totalPrice"":8526533}]","[{""month"":1,""count"":8613,""totalPrice"":903542,""avg"":104.90444676651573},{""month"":2,""count"":7586,""totalPrice"":803254,""avg"":105.88636962826259},{""month"":3,""count"":8457,""totalPrice"":891191,""avg"":105.37909424145678},{""month"":4,""count"":8256,""totalPrice"":868563,""avg"":105.20385174418605},{""month"":5,""count"":8362,""totalPrice"":878509,""avg"":105.05967471896676},{""month"":6,""count"":8114,""totalPrice"":861276,""avg"":106.14690658121765},{""month"":7,""count"":8518,""totalPrice"":893876,""avg"":104.939657196525},{""month"":8,""count"":8328,""totalPrice"":874704,""avg"":105.03170028818444},{""month"":9,""count"":8202,""totalPrice"":859316,""avg"":104.76908071202146},{""month"":10,""count"":8589,""totalPrice"":908874,""avg"":105.84301851636194},{""month"":11,""count"":8213,""totalPrice"":864213,""avg"":105.22500913186411},{""month"":12,""count"":8395,""totalPrice"":878745,""avg"":104.67480643240023}]","[{""count"":4299,""price"":447698,""avg"":104.14003256571296}]","[{""count"":4232,""price"":444710,""avg"":105.08270321361059}]","[{""count"":4237,""price"":445844,""avg"":105.2263393910786}]","[{""count"":13,""price"":1425,""avg"":109.61538461538461}]","2022-12-30 19:32:49"
"[{""year"":2021,""count"":19258,""totalPrice"":2019262},{""year"":2022,""count"":99633,""totalPrice"":10486063},{""year"":2023,""count"":81109,""totalPrice"":8526533}]","[{""month"":1,""count"":8613,""totalPrice"":903542,""avg"":104.90444676651573},{""month"":2,""count"":7586,""totalPrice"":803254,""avg"":105.88636962826259},{""month"":3,""count"":8457,""totalPrice"":891191,""avg"":105.37909424145678},{""month"":4,""count"":8256,""totalPrice"":868563,""avg"":105.20385174418605},{""month"":5,""count"":8362,""totalPrice"":878509,""avg"":105.05967471896676},{""month"":6,""count"":8114,""totalPrice"":861276,""avg"":106.14690658121765},{""month"":7,""count"":8518,""totalPrice"":893876,""avg"":104.939657196525},{""month"":8,""count"":8328,""totalPrice"":874704,""avg"":105.03170028818444},{""month"":9,""count"":8202,""totalPrice"":859316,""avg"":104.76908071202146},{""month"":10,""count"":8589,""totalPrice"":908874,""avg"":105.84301851636194},{""month"":11,""count"":8213,""totalPrice"":864213,""avg"":105.22500913186411},{""month"":12,""count"":8395,""totalPrice"":878745,""avg"":104.67480643240023}]","[{""count"":4299,""price"":447698,""avg"":104.14003256571296}]","[{""count"":4232,""price"":444710,""avg"":105.08270321361059}]","[{""count"":4237,""price"":445844,""avg"":105.2263393910786}]","[{""count"":13,""price"":1425,""avg"":109.61538461538461}]","2022-12-30 19:32:53"
"[{""year"":2021,""count"":19258,""totalPrice"":2019262},{""year"":2022,""count"":99633,""totalPrice"":10486063},{""year"":2023,""count"":81109,""totalPrice"":8526533}]","[{""month"":1,""count"":8613,""totalPrice"":903542,""avg"":104.90444676651573},{""month"":2,""count"":7586,""totalPrice"":803254,""avg"":105.88636962826259},{""month"":3,""count"":8457,""totalPrice"":891191,""avg"":105.37909424145678},{""month"":4,""count"":8256,""totalPrice"":868563,""avg"":105.20385174418605},{""month"":5,""count"":8362,""totalPrice"":878509,""avg"":105.05967471896676},{""month"":6,""count"":8114,""totalPrice"":861276,""avg"":106.14690658121765},{""month"":7,""count"":8518,""totalPrice"":893876,""avg"":104.939657196525},{""month"":8,""count"":8328,""totalPrice"":874704,""avg"":105.03170028818444},{""month"":9,""count"":8202,""totalPrice"":859316,""avg"":104.76908071202146},{""month"":10,""count"":8589,""totalPrice"":908874,""avg"":105.84301851636194},{""month"":11,""count"":8213,""totalPrice"":864213,""avg"":105.22500913186411},{""month"":12,""count"":8395,""totalPrice"":878745,""avg"":104.67480643240023}]","[{""count"":4299,""price"":447698,""avg"":104.14003256571296}]","[{""count"":4232,""price"":444710,""avg"":105.08270321361059}]","[{""count"":4237,""price"":445844,""avg"":105.2263393910786}]","[{""count"":13,""price"":1425,""avg"":109.61538461538461}]","2022-12-30 19:33:00"
"[{""year"":2021,""count"":19258,""totalPrice"":2019262},{""year"":2022,""count"":99633,""totalPrice"":10486063},{""year"":2023,""count"":81109,""totalPrice"":8526533}]","[{""month"":1,""count"":8613,""totalPrice"":903542,""avg"":104.90444676651573},{""month"":2,""count"":7586,""totalPrice"":803254,""avg"":105.88636962826259},{""month"":3,""count"":8457,""totalPrice"":891191,""avg"":105.37909424145678},{""month"":4,""count"":8256,""totalPrice"":868563,""avg"":105.20385174418605},{""month"":5,""count"":8362,""totalPrice"":878509,""avg"":105.05967471896676},{""month"":6,""count"":8114,""totalPrice"":861276,""avg"":106.14690658121765},{""month"":7,""count"":8518,""totalPrice"":893876,""avg"":104.939657196525},{""month"":8,""count"":8328,""totalPrice"":874704,""avg"":105.03170028818444},{""month"":9,""count"":8202,""totalPrice"":859316,""avg"":104.76908071202146},{""month"":10,""count"":8589,""totalPrice"":908874,""avg"":105.84301851636194},{""month"":11,""count"":8213,""totalPrice"":864213,""avg"":105.22500913186411},{""month"":12,""count"":8395,""totalPrice"":878745,""avg"":104.67480643240023}]","[{""count"":4299,""price"":447698,""avg"":104.14003256571296}]","[{""count"":4232,""price"":444710,""avg"":105.08270321361059}]","[{""count"":4237,""price"":445844,""avg"":105.2263393910786}]","[{""count"":13,""price"":1425,""avg"":109.61538461538461}]","2022-12-30 19:33:11"
"[{""year"":2021,""count"":19258,""totalPrice"":2019262},{""year"":2022,""count"":99633,""totalPrice"":10486063},{""year"":2023,""count"":81109,""totalPrice"":8526533}]","[{""month"":1,""count"":8613,""totalPrice"":903542,""avg"":104.90444676651573},{""month"":2,""count"":7586,""totalPrice"":803254,""avg"":105.88636962826259},{""month"":3,""count"":8457,""totalPrice"":891191,""avg"":105.37909424145678},{""month"":4,""count"":8256,""totalPrice"":868563,""avg"":105.20385174418605},{""month"":5,""count"":8362,""totalPrice"":878509,""avg"":105.05967471896676},{""month"":6,""count"":8114,""totalPrice"":861276,""avg"":106.14690658121765},{""month"":7,""count"":8518,""totalPrice"":893876,""avg"":104.939657196525},{""month"":8,""count"":8328,""totalPrice"":874704,""avg"":105.03170028818444},{""month"":9,""count"":8202,""totalPrice"":859316,""avg"":104.76908071202146},{""month"":10,""count"":8589,""totalPrice"":908874,""avg"":105.84301851636194},{""month"":11,""count"":8213,""totalPrice"":864213,""avg"":105.22500913186411},{""month"":12,""count"":8395,""totalPrice"":878745,""avg"":104.67480643240023}]","[{""count"":4299,""price"":447698,""avg"":104.14003256571296}]","[{""count"":4232,""price"":444710,""avg"":105.08270321361059}]","[{""count"":4237,""price"":445844,""avg"":105.2263393910786}]","[{""count"":13,""price"":1425,""avg"":109.61538461538461}]","2022-12-30 19:33:31"
"[{""year"":2021,""count"":19258,""totalPrice"":2019262},{""year"":2022,""count"":99633,""totalPrice"":10486063},{""year"":2023,""count"":81109,""totalPrice"":8526533}]","[{""month"":1,""count"":8613,""totalPrice"":903542,""avg"":104.90444676651573},{""month"":2,""count"":7586,""totalPrice"":803254,""avg"":105.88636962826259},{""month"":3,""count"":8457,""totalPrice"":891191,""avg"":105.37909424145678},{""month"":4,""count"":8256,""totalPrice"":868563,""avg"":105.20385174418605},{""month"":5,""count"":8362,""totalPrice"":878509,""avg"":105.05967471896676},{""month"":6,""count"":8114,""totalPrice"":861276,""avg"":106.14690658121765},{""month"":7,""count"":8518,""totalPrice"":893876,""avg"":104.939657196525},{""month"":8,""count"":8328,""totalPrice"":874704,""avg"":105.03170028818444},{""month"":9,""count"":8202,""totalPrice"":859316,""avg"":104.76908071202146},{""month"":10,""count"":8589,""totalPrice"":908874,""avg"":105.84301851636194},{""month"":11,""count"":8213,""totalPrice"":864213,""avg"":105.22500913186411},{""month"":12,""count"":8395,""totalPrice"":878745,""avg"":104.67480643240023}]","[{""count"":4299,""price"":447698,""avg"":104.14003256571296}]","[{""count"":4232,""price"":444710,""avg"":105.08270321361059}]","[{""count"":4237,""price"":445844,""avg"":105.2263393910786}]","[{""count"":13,""price"":1425,""avg"":109.61538461538461}]","2022-12-30 19:33:35"
"[{""year"":2021,""count"":19258,""totalPrice"":2019262},{""year"":2022,""count"":99633,""totalPrice"":10486063},{""year"":2023,""count"":81109,""totalPrice"":8526533}]","[{""month"":1,""count"":8613,""totalPrice"":903542,""avg"":104.90444676651573},{""month"":2,""count"":7586,""totalPrice"":803254,""avg"":105.88636962826259},{""month"":3,""count"":8457,""totalPrice"":891191,""avg"":105.37909424145678},{""month"":4,""count"":8256,""totalPrice"":868563,""avg"":105.20385174418605},{""month"":5,""count"":8362,""totalPrice"":878509,""avg"":105.05967471896676},{""month"":6,""count"":8114,""totalPrice"":861276,""avg"":106.14690658121765},{""month"":7,""count"":8518,""totalPrice"":893876,""avg"":104.939657196525},{""month"":8,""count"":8328,""totalPrice"":874704,""avg"":105.03170028818444},{""month"":9,""count"":8202,""totalPrice"":859316,""avg"":104.76908071202146},{""month"":10,""count"":8589,""totalPrice"":908874,""avg"":105.84301851636194},{""month"":11,""count"":8213,""totalPrice"":864213,""avg"":105.22500913186411},{""month"":12,""count"":8395,""totalPrice"":878745,""avg"":104.67480643240023}]","[{""count"":4299,""price"":447698,""avg"":104.14003256571296}]","[{""count"":4232,""price"":444710,""avg"":105.08270321361059}]","[{""count"":4237,""price"":445844,""avg"":105.2263393910786}]","[{""count"":13,""price"":1425,""avg"":109.61538461538461}]","2022-12-30 19:46:30"
"[{""year"":2021,""count"":19258,""totalPrice"":2019262},{""year"":2022,""count"":99633,""totalPrice"":10486063},{""year"":2023,""count"":81109,""totalPrice"":8526533}]","[{""month"":1,""count"":8613,""totalPrice"":903542,""avg"":104.90444676651573},{""month"":2,""count"":7586,""totalPrice"":803254,""avg"":105.88636962826259},{""month"":3,""count"":8457,""totalPrice"":891191,""avg"":105.37909424145678},{""month"":4,""count"":8256,""totalPrice"":868563,""avg"":105.20385174418605},{""month"":5,""count"":8362,""totalPrice"":878509,""avg"":105.05967471896676},{""month"":6,""count"":8114,""totalPrice"":861276,""avg"":106.14690658121765},{""month"":7,""count"":8518,""totalPrice"":893876,""avg"":104.939657196525},{""month"":8,""count"":8328,""totalPrice"":874704,""avg"":105.03170028818444},{""month"":9,""count"":8202,""totalPrice"":859316,""avg"":104.76908071202146},{""month"":10,""count"":8589,""totalPrice"":908874,""avg"":105.84301851636194},{""month"":11,""count"":8213,""totalPrice"":864213,""avg"":105.22500913186411},{""month"":12,""count"":8395,""totalPrice"":878745,""avg"":104.67480643240023}]","[{""count"":4299,""price"":447698,""avg"":104.14003256571296}]","[{""count"":4232,""price"":444710,""avg"":105.08270321361059}]","[{""count"":4237,""price"":445844,""avg"":105.2263393910786}]","[{""count"":13,""price"":1425,""avg"":109.61538461538461}]","2022-12-30 19:47:03"
"[{""year"":2021,""count"":19258,""totalPrice"":2019262},{""year"":2022,""count"":99633,""totalPrice"":10486063},{""year"":2023,""count"":81109,""totalPrice"":8526533}]","[{""month"":1,""count"":8613,""totalPrice"":903542,""avg"":104.90444676651573},{""month"":2,""count"":7586,""totalPrice"":803254,""avg"":105.88636962826259},{""month"":3,""count"":8457,""totalPrice"":891191,""avg"":105.37909424145678},{""month"":4,""count"":8256,""totalPrice"":868563,""avg"":105.20385174418605},{""month"":5,""count"":8362,""totalPrice"":878509,""avg"":105.05967471896676},{""month"":6,""count"":8114,""totalPrice"":861276,""avg"":106.14690658121765},{""month"":7,""count"":8518,""totalPrice"":893876,""avg"":104.939657196525},{""month"":8,""count"":8328,""totalPrice"":874704,""avg"":105.03170028818444},{""month"":9,""count"":8202,""totalPrice"":859316,""avg"":104.76908071202146},{""month"":10,""count"":8589,""totalPrice"":908874,""avg"":105.84301851636194},{""month"":11,""count"":8213,""totalPrice"":864213,""avg"":105.22500913186411},{""month"":12,""count"":8395,""totalPrice"":878745,""avg"":104.67480643240023}]","[{""count"":4299,""price"":447698,""avg"":104.14003256571296}]","[{""count"":4232,""price"":444710,""avg"":105.08270321361059}]","[{""count"":4237,""price"":445844,""avg"":105.2263393910786}]","[{""count"":13,""price"":1425,""avg"":109.61538461538461}]","2022-12-30 19:48:03"
